TRADE DATE,NASDAQOMX/NQFI/INDEX VALUE,NASDAQOMX/NQFI/TOTAL MARKET VALUE,NASDAQOMX/NQES/INDEX VALUE,NASDAQOMX/NQES/TOTAL MARKET VALUE,NASDAQOMX/NQFR/INDEX VALUE,NASDAQOMX/NQFR/TOTAL MARKET VALUE,NASDAQOMX/NQRU/INDEX VALUE,NASDAQOMX/NQRU/TOTAL MARKET VALUE,NASDAQOMX/NQTR/INDEX VALUE,NASDAQOMX/NQTR/TOTAL MARKET VALUE,NASDAQOMX/NQKR/INDEX VALUE,NASDAQOMX/NQKR/TOTAL MARKET VALUE,NASDAQOMX/NQMA/INDEX VALUE,NASDAQOMX/NQMA/TOTAL MARKET VALUE,NASDAQOMX/NQPL/INDEX VALUE,NASDAQOMX/NQPL/TOTAL MARKET VALUE,NASDAQOMX/NQIT/INDEX VALUE,NASDAQOMX/NQIT/TOTAL MARKET VALUE,NASDAQOMX/NQCL/INDEX VALUE,NASDAQOMX/NQCL/TOTAL MARKET VALUE,NASDAQOMX/NQTH/INDEX VALUE,NASDAQOMX/NQTH/TOTAL MARKET VALUE,NASDAQOMX/NQGR/INDEX VALUE,NASDAQOMX/NQGR/TOTAL MARKET VALUE,NASDAQOMX/NQID/INDEX VALUE,NASDAQOMX/NQID/TOTAL MARKET VALUE,NASDAQOMX/NQCN/INDEX VALUE,NASDAQOMX/NQCN/TOTAL MARKET VALUE,NASDAQOMX/NQSE/INDEX VALUE,NASDAQOMX/NQSE/TOTAL MARKET VALUE,NASDAQOMX/NQMX/INDEX VALUE,NASDAQOMX/NQMX/TOTAL MARKET VALUE,NASDAQOMX/NQPH/INDEX VALUE,NASDAQOMX/NQPH/TOTAL MARKET VALUE,NASDAQOMX/NQPE/INDEX VALUE,NASDAQOMX/NQPE/TOTAL MARKET VALUE,NASDAQOMX/NQJP/INDEX VALUE,NASDAQOMX/NQJP/TOTAL MARKET VALUE,NASDAQOMX/NQCH/INDEX VALUE,NASDAQOMX/NQCH/TOTAL MARKET VALUE,NASDAQOMX/NQCA/INDEX VALUE,NASDAQOMX/NQCA/TOTAL MARKET VALUE,NASDAQOMX/NQNO/INDEX VALUE,NASDAQOMX/NQNO/TOTAL MARKET VALUE,NASDAQOMX/NQAU/INDEX VALUE,NASDAQOMX/NQAU/TOTAL MARKET VALUE,NASDAQOMX/NQIN/INDEX VALUE,NASDAQOMX/NQIN/TOTAL MARKET VALUE,NASDAQOMX/NQDK/INDEX VALUE,NASDAQOMX/NQDK/TOTAL MARKET VALUE,NASDAQOMX/NQBR/INDEX VALUE,NASDAQOMX/NQBR/TOTAL MARKET VALUE,NASDAQOMX/NQEG/INDEX VALUE,NASDAQOMX/NQEG/TOTAL MARKET VALUE,NASDAQOMX/NQDE/INDEX VALUE,NASDAQOMX/NQDE/TOTAL MARKET VALUE,NASDAQOMX/NQIE/INDEX VALUE,NASDAQOMX/NQIE/TOTAL MARKET VALUE,NASDAQOMX/NQPT/INDEX VALUE,NASDAQOMX/NQPT/TOTAL MARKET VALUE,NASDAQOMX/NQGB/INDEX VALUE,NASDAQOMX/NQGB/TOTAL MARKET VALUE,NASDAQOMX/NQHU/INDEX VALUE,NASDAQOMX/NQHU/TOTAL MARKET VALUE,NASDAQOMX/NQIL/INDEX VALUE,NASDAQOMX/NQIL/TOTAL MARKET VALUE,NASDAQOMX/NQNL/INDEX VALUE,NASDAQOMX/NQNL/TOTAL MARKET VALUE,NASDAQOMX/NQSG/INDEX VALUE,NASDAQOMX/NQSG/TOTAL MARKET VALUE,NASDAQOMX/NQMY/INDEX VALUE,NASDAQOMX/NQMY/TOTAL MARKET VALUE,NASDAQOMX/NQTW/INDEX VALUE,NASDAQOMX/NQTW/TOTAL MARKET VALUE,NASDAQOMX/NQAT/INDEX VALUE,NASDAQOMX/NQAT/TOTAL MARKET VALUE,NASDAQOMX/NQCO/INDEX VALUE,NASDAQOMX/NQCO/TOTAL MARKET VALUE,NASDAQOMX/NQBE/INDEX VALUE,NASDAQOMX/NQBE/TOTAL MARKET VALUE,NASDAQOMX/NQUSB/TOTAL MARKET VALUE,NASDAQOMX/NQUSB/INDEX VALUE
10/10/2016,1334.95,1.57888E+11,1040.11,4.2809E+11,1141.4,1.22766E+12,713.16,1.62955E+11,633.99,64443280099,1043.36,7.74681E+11,930.07,7598627637,693.31,43994734725,925.79,2.93426E+11,622.56,49980448451,930.16,1.83906E+11,378.39,14372157254,896.4,1.08263E+11,1128.42,9.74025E+11,1114.04,4.36395E+11,784.61,1.92967E+11,1122.74,98529872974,649.08,12887813119,1384.04,4.02237E+12,1169.43,1.1775E+12,907.31,1.41196E+12,763.08,1.02059E+11,860.4,1.05757E+12,1241.46,6.6823E+11,1597.36,2.37647E+11,669.86,3.86576E+11,1127.11,13906730890,1143.61,1.19061E+12,1553.5,75146401552,826.92,22810786549,953.17,2.40862E+12,1135.27,12397720794,1201.14,82646890061,1239.54,4.27512E+11,835.71,2.15438E+11,754.91,1.22116E+11,1143.68,5.91903E+11,933.34,43453194691,508.68,21311408686,1384.34,2.01092E+11,1.97194E+13,1606.77
10/11/2016,1314.89,1.55515E+11,1030.37,4.24078E+11,1126.38,1.2115E+12,707.54,1.61671E+11,628.6,63894932550,1011.72,7.51191E+11,938.93,7671040254,684.64,43444477159,908.6,2.87977E+11,626.46,50293750897,912.63,1.8044E+11,376.06,14283575676,897.6,1.08407E+11,1117.82,9.64874E+11,1082.69,4.24114E+11,776.39,1.90945E+11,1117.31,98053107696,644.98,12806389585,1388.89,4.03644E+12,1159.05,1.16704E+12,901.79,1.40337E+12,751.12,1.0046E+11,853.31,1.04886E+12,1241.46,6.6823E+11,1574.17,2.34196E+11,662.32,3.82223E+11,1110.49,13701640491,1128.39,1.17477E+12,1532.01,74107213319,823.26,22710018559,939.27,2.37349E+12,1114.28,12168479572,1193.05,82090708456,1220.39,4.20906E+11,828.85,2.13669E+11,754.45,1.22042E+11,1134.56,5.87201E+11,926.81,43149408519,513.86,21528265939,1366.42,96195696169,1.94641E+13,1585.96
10/12/2016,1293.74,1.52789E+11,1024.91,4.2174E+11,1118.28,1.20448E+12,701.8,1.60207E+11,625.89,63630712235,1009,7.4943E+11,934.18,7632218647,680.39,43404637125,904.1,2.8655E+11,629.01,50331833188,881.24,1.74221E+11,375.31,14255237398,895.19,1.07759E+11,1108.91,9.57091E+11,1070.26,4.19978E+11,774.77,1.90689E+11,1101.02,96941712726,646.92,12845067295,1369.72,3.97345E+12,1146.95,1.15435E+12,902.11,1.40452E+12,741.6,1.00482E+11,855.48,1.05136E+12,1241.46,6.68879E+11,1565.9,2.33519E+11,666.86,3.85099E+11,1103.83,13619401558,1118.09,1.16433E+12,1517.68,73433788965,819.3,22703210364,929.98,2.35084E+12,1106.97,12088692775,1190.71,82183525290,1214.68,4.13421E+11,816.12,2.10148E+11,749.4,1.21908E+11,1139.23,5.89944E+11,920.13,43201794321,512.21,21459297004,1356.78,95774737923,1.9503E+13,1587.8
10/13/2016,1279.22,1.51074E+11,1017.7,4.18775E+11,1110.4,1.19599E+12,692.05,1.57981E+11,620.62,63095390117,991.45,7.36392E+11,926.8,7571931752,671,42805108485,895.91,2.83956E+11,626.61,50140137576,893.51,1.76649E+11,365.94,13899168021,889.67,1.07094E+11,1092,9.42498E+11,1063.03,4.17138E+11,767.53,1.88905E+11,1086.87,95695999949,639.21,12691882784,1377.93,3.99728E+12,1140.74,1.1481E+12,906.4,1.4112E+12,738.05,1.00002E+11,846.86,1.04077E+12,1215.18,6.54722E+11,1553.05,2.31602E+11,665.73,3.84448E+11,1149.16,14178769624,1108.99,1.15485E+12,1514.77,73292742993,822.72,22798038100,924.3,2.33649E+12,1094.46,11951981828,1172.77,80945299219,1201.57,4.08961E+11,811.95,2.09076E+11,745.51,1.21276E+11,1128.74,5.84444E+11,910.48,42748834662,508.49,21303587328,1353.27,95526763901,1.94336E+13,1582.15
10/14/2016,1287.98,1.52108E+11,1033.82,4.25406E+11,1123.55,1.21016E+12,692.35,1.58049E+11,627.33,63777775932,998.95,7.41962E+11,925.01,7557314163,666.13,42494415356,910.6,2.88612E+11,630.49,50450379574,937.61,1.85367E+11,375.68,14269174109,902.29,1.08613E+11,1097.78,9.47484E+11,1075.08,4.2187E+11,771.07,1.89777E+11,1097.31,96615280050,650.05,12907162485,1370.33,3.97521E+12,1153.96,1.16141E+12,908.63,1.41468E+12,748.4,1.01404E+11,854.91,1.05066E+12,1222.33,6.58571E+11,1575.99,2.35023E+11,677.4,3.91187E+11,1149.16,14178769624,1122.61,1.16903E+12,1537.6,74397584249,830.3,23008214690,929.36,2.34928E+12,1104.81,12065081880,1168.15,80626564447,1212.59,4.1271E+11,813.4,2.09449E+11,746.23,1.21394E+11,1125.5,5.82765E+11,921.35,43259368990,511.01,21409109514,1360.89,96064673534,1.94286E+13,1581.75
10/17/2016,1284.4,1.51686E+11,1029.23,4.23518E+11,1117.06,1.20316E+12,688.96,1.57276E+11,621.99,63234257707,997.7,7.41033E+11,927.75,7579704259,660.64,42144230399,913.19,2.89432E+11,631.19,50506482229,935.59,1.84966E+11,371.87,14124571401,901.24,1.08486E+11,1089.77,9.40574E+11,1067.99,4.19086E+11,773.83,1.90456E+11,1091.42,96096793209,641.8,12743345816,1379.79,4.00267E+12,1139.52,1.14687E+12,909.19,1.41555E+12,741.93,1.00528E+11,847.12,1.04108E+12,1209.29,6.51549E+11,1575.18,2.34903E+11,684.86,3.95492E+11,1116.79,13779304889,1113.8,1.15986E+12,1535.24,74283448510,824.26,22840642341,917.24,2.31864E+12,1106.27,12081038866,1165.67,80455003233,1206.83,4.10752E+11,812.73,2.09276E+11,741.63,1.20645E+11,1123.31,5.81632E+11,918.54,43127122247,508.41,21300266502,1357.42,95819826598,1.93737E+13,1577.27
10/18/2016,1296.89,1.5316E+11,1043.97,4.29584E+11,1128.68,1.21568E+12,693.76,1.58371E+11,628.91,63938343211,1011.43,7.51237E+11,932.47,7618299643,663.94,42355236162,929.53,2.94609E+11,641.79,51354937841,941.1,1.86057E+11,376.05,14283358363,910.21,1.09566E+11,1108.64,9.56859E+11,1081.48,4.24382E+11,790.82,1.94639E+11,1130.78,99562585286,648.24,12871115414,1384.78,4.01714E+12,1147.75,1.15516E+12,920.03,1.43242E+12,746.43,1.01137E+11,855.96,1.05193E+12,1234.13,6.6493E+11,1593.6,2.37649E+11,703.17,4.06064E+11,1110.79,13705330425,1125.03,1.17156E+12,1567.33,75835884851,837.72,23213800020,936.03,2.36615E+12,1122.67,12260072221,1152.35,79536001345,1217.75,4.14466E+11,818.29,2.10707E+11,751.46,1.22244E+11,1132.26,5.86265E+11,929.27,43631199037,513.63,21518743318,1370.64,96753221903,1.94904E+13,1586.77
10/19/2016,1296.59,1.53404E+11,1053.72,4.34812E+11,1131.67,1.22368E+12,699.5,1.60017E+11,642.77,65600226476,1019.69,7.64855E+11,929.91,7597384482,673.76,43349713479,933.67,2.97071E+11,650.39,59063015396,950.19,1.9004E+11,376.05,14070640463,907.97,1.0936E+11,1104.48,9.53962E+11,1078.91,4.23397E+11,803.2,1.99154E+11,1153.77,1.5402E+11,657.55,13056107966,1394.35,4.0501E+12,1152.6,1.1624E+12,934.3,1.45614E+12,754.24,1.01486E+11,862.87,1.06088E+12,1232.83,6.65397E+11,1606.22,2.41753E+11,702.1,4.05575E+11,1103.8,13619069353,1126.1,1.17158E+12,1565.52,75796861534,847.46,23463647722,938.18,2.3727E+12,1126.79,12305046582,1164.46,80371598059,1219.15,4.21868E+11,821.23,2.11426E+11,752.17,1.22195E+11,1146.13,5.93764E+11,930.07,43754161076,515.28,21545096936,1367.97,96511705200,1.95444E+13,1590.64
10/20/2016,1293.13,1.52995E+11,1062.73,4.38532E+11,1130.78,1.22272E+12,692.96,1.58519E+11,646.62,65992323246,1015.79,7.61958E+11,929.43,7593428656,669.56,43079507704,935.81,2.9775E+11,646.29,58689889640,951.3,1.90262E+11,377.08,14109410031,905.32,1.0904E+11,1108.55,9.57474E+11,1083.41,4.25165E+11,796.2,1.97419E+11,1155.77,1.54286E+11,660.54,13115421162,1398.81,4.06305E+12,1145.23,1.15496E+12,920.76,1.43503E+12,748.99,1.00779E+11,857.42,1.05418E+12,1234.63,6.66371E+11,1606.63,2.41814E+11,704.74,4.07103E+11,1119.33,13810694335,1125.35,1.17081E+12,1576.33,76320086641,845.55,23410708702,933.97,2.362E+12,1126.18,12298464279,1160.06,80067932809,1218.88,4.21773E+11,817.71,2.1052E+11,752.37,1.22223E+11,1148.79,5.95143E+11,932,43844875998,511.04,21367928590,1364.39,96259207362,1.95096E+13,1587.9
10/21/2016,1282.55,1.51744E+11,1061.37,4.37971E+11,1123.86,1.21523E+12,695.08,1.59006E+11,637.55,65066809158,1004.39,7.53406E+11,927.88,7580792158,666.6,42889092907,932.21,2.96606E+11,651.72,59182957384,952.33,1.90468E+11,373.78,13985911192,903.17,1.08781E+11,1108.38,9.57331E+11,1074.04,4.21486E+11,797.11,1.97644E+11,1143.98,1.52713E+11,661.88,13142071284,1395.54,4.05356E+12,1137.49,1.14716E+12,918.12,1.43092E+12,746.65,1.00465E+11,851.98,1.04749E+12,1233.18,6.65587E+11,1612.82,2.42746E+11,709.46,4.09826E+11,1119.33,13810694335,1120.18,1.16542E+12,1562.75,75662330724,839.62,23246409476,929.54,2.35079E+12,1126.53,12302264800,1155.45,79749776191,1215.94,4.20759E+11,812.98,2.09303E+11,753.21,1.22359E+11,1143.84,5.92579E+11,927.11,43614816310,508.97,21281322978,1348.88,95164722427,1.95086E+13,1587.82
10/24/2016,1287.88,1.52374E+11,1077.5,4.44626E+11,1129.16,1.22096E+12,698.92,1.59883E+11,648.06,66140092451,1015.71,7.61893E+11,922.46,7536447595,679.88,43743317607,940.24,2.99159E+11,664.6,60353430203,952.33,1.90468E+11,373.01,13957019145,907.64,1.09319E+11,1120.58,9.67867E+11,1071.86,4.2063E+11,801.55,1.98746E+11,1140.9,1.52302E+11,666.21,13228052599,1392.1,4.04357E+12,1136.08,1.14574E+12,915.59,1.42698E+12,749.19,1.00806E+11,849.14,1.044E+12,1233.5,6.65856E+11,1613.23,2.42808E+11,715.62,4.13388E+11,1109.41,13688305014,1126.2,1.17169E+12,1564.55,75749640956,841.34,23294240474,925.71,2.34111E+12,1138.83,12436576603,1155.56,79757000503,1225.24,4.23976E+11,820.45,2.11225E+11,756.24,1.22851E+11,1146.46,5.93936E+11,939.7,44207268793,511.23,21375908345,1359.17,95890921791,1.96059E+13,1595.74
10/25/2016,1286.21,1.52176E+11,1066.13,4.39936E+11,1122.25,1.21349E+12,702.22,1.60638E+11,643.13,65636447419,1009,7.56861E+11,924.39,7552225523,678.11,43629745698,934.52,2.97341E+11,676.07,61394929531,961.83,1.92369E+11,369.07,13809478043,903.48,1.08818E+11,1117.53,9.65234E+11,1063.32,4.1728E+11,798.49,1.97985E+11,1134.92,1.51503E+11,659.56,13095899499,1397.76,4.06E+12,1123.71,1.13326E+12,912.42,1.42203E+12,750.87,1.01032E+11,857.63,1.05443E+12,1231.67,6.64866E+11,1591.06,2.3947E+11,715.2,4.13157E+11,1112.37,13724874998,1122.43,1.16777E+12,1543.12,74712343557,836.46,23159019931,923.02,2.3343E+12,1132.78,12370538052,1164.78,80393565168,1220.74,4.22419E+11,820.26,2.11176E+11,759.71,1.23416E+11,1156.56,5.99167E+11,936.54,44058427976,507.99,21240584757,1355.55,95635762585,1.95226E+13,1588.99
10/26/2016,1297.23,1.53542E+11,1074.56,4.43926E+11,1126.67,1.21828E+12,694.99,1.58984E+11,642.12,65533303907,997.46,7.44852E+11,920.88,7523613299,677.15,43567927271,941.77,2.99693E+11,673.8,61188807010,950.25,1.89886E+11,371.82,13912607243,902.42,1.08691E+11,1104.42,9.54206E+11,1068.78,4.19374E+11,789.69,1.95205E+11,1119.82,1.49769E+11,657.83,13061611795,1405.41,4.08378E+12,1123.14,1.13281E+12,909.8,1.42076E+12,737.65,99400279988,848.78,1.04366E+12,1220.84,6.59146E+11,1583.32,2.38483E+11,716.02,4.13633E+11,1108.96,13651282131,1123.14,1.16905E+12,1548.77,74987192964,836.56,23161733082,923.38,2.33703E+12,1142,12471241504,1165.38,80435096350,1218.37,4.21446E+11,815.62,2.09993E+11,756.91,1.23325E+11,1155.06,5.98381E+11,942.03,44317026389,505.69,21272765935,1354.91,95644591873,1.94725E+13,1585.04
10/27/2016,1268.7,1.50165E+11,1078.71,4.45641E+11,1128.8,1.22058E+12,697.11,1.59468E+11,632.2,64520626971,995.46,7.43352E+11,927.95,7581319350,680.5,43783227590,948.6,3.01866E+11,675.68,61359406206,950.9,1.90017E+11,371.34,13894562020,907.18,1.09265E+11,1095.42,9.46431E+11,1052.51,4.1299E+11,783.87,1.93768E+11,1108.37,1.48238E+11,654.09,12987325196,1396.04,4.05656E+12,1126.39,1.13609E+12,907.85,1.41772E+12,750.63,1.01149E+11,830.87,1.02164E+12,1215.9,6.56479E+11,1593.34,2.39993E+11,712.07,4.11353E+11,1121.14,13801166673,1123.32,1.16925E+12,1539.83,74553955589,832.41,23046940414,921.4,2.33189E+12,1134.72,12391681460,1153.93,79644698429,1214.56,4.20126E+11,813.04,2.09328E+11,750.95,1.22354E+11,1143.72,5.92503E+11,943.91,44405192110,504.47,21221624725,1362.18,96157547189,1.93937E+13,1578.63
10/28/2016,1263.79,1.49584E+11,1078.87,4.45707E+11,1134.87,1.22714E+12,696.4,1.59307E+11,627.26,64017159907,993.57,7.41952E+11,948.16,7746469203,690.12,44402532275,943.09,3.00113E+11,677.13,61491236736,948.04,1.89444E+11,371.7,13907924011,904.28,1.08915E+11,1084.95,9.37385E+11,1054.12,4.13851E+11,784.36,1.94121E+11,1103.19,1.47545E+11,652.76,12961023837,1400.78,4.07033E+12,1124.11,1.13378E+12,905.99,1.41481E+12,746.07,1.00535E+11,827.66,1.0177E+12,1223.2,6.60422E+11,1513.35,2.27945E+11,709.43,4.09829E+11,1121.14,13801166673,1121.73,1.16759E+12,1542.79,74697651277,833.97,23090040261,920.85,2.33049E+12,1142.45,12476106245,1152.43,79541363239,1216.46,4.20784E+11,810.08,2.08559E+11,748.47,1.21852E+11,1144.74,5.93032E+11,944.44,44430203736,508.19,21378251184,1358.93,95928189318,1.93418E+13,1574.4
10/31/2016,1257.58,1.48848E+11,1076.27,4.44461E+11,1129.61,1.22146E+12,697.26,1.59503E+11,631.8,64479955460,991.51,7.40416E+11,959.4,7838321641,693.89,44645308135,935.71,2.97763E+11,673.5,61160786230,950.4,1.89916E+11,376.1,14072758351,906.09,1.09133E+11,1082.82,9.35551E+11,1046.59,4.10897E+11,781.6,1.93437E+11,1103.19,1.47545E+11,654.49,12995348686,1406.08,4.08574E+12,1119.98,1.12962E+12,903.63,1.41113E+12,743.04,1.00126E+11,835.98,1.02793E+12,1223.2,6.60422E+11,1527.34,2.30052E+11,718.14,4.14857E+11,1125.3,13852376932,1122.58,1.16848E+12,1540.96,74608803614,831.99,23035144428,919.93,2.32817E+12,1151.22,12571856960,1137.07,78481103036,1213.95,4.19916E+11,810.48,2.08661E+11,749.54,1.22026E+11,1145.11,5.93224E+11,934.37,43956518547,503.32,21173253374,1361.58,96115281566,1.93515E+13,1575.19
11/1/2016,1253.01,1.48308E+11,1071.35,4.42429E+11,1128.9,1.22069E+12,702.55,1.60713E+11,619.67,63242299831,995.77,7.43591E+11,959.92,7842501359,701.74,45150054161,932,2.96585E+11,676.07,61394539510,955.17,1.90869E+11,370.24,13853497430,904.76,1.08973E+11,1094.15,9.45339E+11,1043.55,4.09702E+11,757.26,1.87415E+11,1103.19,1.47545E+11,654.39,12993232050,1413.21,4.10645E+12,1122.31,1.13197E+12,905.06,1.41336E+12,748.37,1.00752E+11,837.05,1.02924E+12,1223.58,6.60623E+11,1510.42,2.27504E+11,684.83,3.95613E+11,1132.32,13938905220,1116.85,1.16251E+12,1537.96,74463764872,831.41,23019297477,916.39,2.31921E+12,1160.14,12669232965,1152.77,79564504184,1209.2,4.18273E+11,812.27,2.09122E+11,750.86,1.22242E+11,1142.81,5.92032E+11,940.27,44234068301,499.8,21025173475,1358.85,95922254166,1.92112E+13,1563.87
11/2/2016,1248.78,1.47806E+11,1057.93,4.36887E+11,1121.88,1.21303E+12,684.1,1.56494E+11,615.83,62850557997,974.79,7.27964E+11,970.8,7931452214,682.34,43901665637,916.17,2.91546E+11,671.19,60945267809,950.62,1.89961E+11,372.78,13948243689,902.52,1.08714E+11,1077.77,9.31156E+11,1039.52,4.08103E+11,746.07,1.84645E+11,1083.23,1.44876E+11,648.63,12878870615,1406.36,4.08676E+12,1122.78,1.13244E+12,893.11,1.39493E+12,733.25,98720254952,828.4,1.01865E+12,1204.36,6.5036E+11,1489,2.24278E+11,684.29,3.95301E+11,1143.21,14072890482,1108.68,1.154E+12,1563.74,75712004073,823.84,22809607471,914.7,2.31498E+12,1153.28,12594380413,1148.17,79247475906,1203.9,4.16695E+11,812.74,2.09399E+11,744.06,1.21136E+11,1126.06,5.83355E+11,929.7,43736868742,491.45,20673959188,1352.72,95489936031,1.9064E+13,1551.96
11/3/2016,1244.88,1.47345E+11,1055.83,4.36019E+11,1118.82,1.20972E+12,682.16,1.5605E+11,612.24,62483758160,983.35,7.34358E+11,965.81,7890663178,681.76,43864743524,912.24,2.90296E+11,670.66,60896919413,947.43,1.89323E+11,368.95,13805056950,886.42,1.06775E+11,1072.53,9.26634E+11,1037.09,4.07151E+11,743.54,1.84018E+11,1074.23,1.43672E+11,648.53,12876931263,1407.32,4.08954E+12,1111.17,1.12073E+12,892.57,1.39408E+12,740.03,99633050596,829.54,1.02005E+12,1198.02,6.46939E+11,1489.64,2.24373E+11,668.09,3.85943E+11,778.99,9589347656,1102.8,1.14788E+12,1562.21,75637629853,823.34,22795862961,919.74,2.32765E+12,1170.58,12783274405,1135,78338050102,1195.42,4.13758E+11,811.24,2.09014E+11,740.18,1.2049E+11,1120.51,5.80482E+11,941,44268547185,487.52,20508486487,1349.1,95234221975,1.89767E+13,1545.05
11/4/2016,1233.13,1.45955E+11,1048.67,4.33063E+11,1112.3,1.20267E+12,673.6,1.54091E+11,581.65,59362204295,978.37,7.30644E+11,957.58,7823443982,679.85,43741399906,907.78,2.88876E+11,661.02,60021069296,941.45,1.88127E+11,367.04,13733774029,892.67,1.07528E+11,1070.1,9.24532E+11,1023.31,4.01741E+11,749.53,1.85501E+11,1081.37,1.44626E+11,671.98,13342642247,1387.48,4.03188E+12,1111.09,1.12065E+12,886.29,1.37278E+12,733.86,98801620930,820.69,1.00917E+12,1186.8,6.40877E+11,1467.91,2.211E+11,667.03,3.85335E+11,684.92,8431352558,1097.46,1.14232E+12,1558.71,75468301112,813.18,22514403517,912.49,2.30929E+12,1183.95,12929312750,1139.22,78629876201,1193.72,4.13172E+11,807.05,2.07925E+11,738.06,1.20145E+11,1121.34,5.80912E+11,921.65,43358075673,483.34,20332547733,1339.81,94578330817,1.89598E+13,1543.68
11/7/2016,1242.41,1.47053E+11,1055.45,4.35862E+11,1121.68,1.21281E+12,678.68,1.55252E+11,590.88,60304491407,986.23,7.36511E+11,945.01,7720699277,675.25,43445786226,920.35,2.92877E+11,670.9,60918160352,952.23,1.90282E+11,371.52,13901442258,895.21,1.07834E+11,1083.57,9.36168E+11,1031.68,4.05024E+11,793.77,1.9645E+11,1074.25,1.4367E+11,681.33,13528215917,1383.43,4.02013E+12,1120.53,1.13017E+12,895.34,1.38679E+12,735.24,98987448668,834.45,1.02609E+12,1194.72,6.45156E+11,1476.55,2.22401E+11,700.07,4.04421E+11,704.72,8675100712,1107.83,1.15312E+12,1576.92,76350141607,821.18,22735846436,915.59,2.31713E+12,1186.73,12959635040,1133.72,78250140718,1204.08,4.16757E+11,806.31,2.07733E+11,737.33,1.20025E+11,1133.28,5.87096E+11,923.48,43444405696,484.91,20398734819,1340.81,94649213036,1.93757E+13,1578.08
11/8/2016,1246.34,1.47518E+11,1059.42,4.37501E+11,1127.35,1.21894E+12,687.06,1.5717E+11,596.26,60853588392,995.76,7.43631E+11,948.05,7745542066,683.29,43963290079,926.23,2.94749E+11,670.9,60918160352,960.57,1.91948E+11,373.92,13991018484,911.69,1.09819E+11,1090.35,9.4203E+11,1038.11,4.07549E+11,802.29,1.98557E+11,1087.92,1.45497E+11,691.5,13730037912,1380.95,4.01292E+12,1125.19,1.13488E+12,895.34,1.38679E+12,741.79,99869238583,838.01,1.03047E+12,1203.05,6.49653E+11,1454.77,2.19121E+11,702.68,4.05929E+11,685.77,8441822213,1110.82,1.15623E+12,1593.52,77153542585,823.63,22803800572,920.19,2.32877E+12,1189.52,12990094272,1116.44,77057348395,1209.27,4.18551E+11,813.28,2.09528E+11,743.51,1.21032E+11,1138.19,5.89638E+11,934.08,43942682254,484.91,20398734819,1344.3,94895352443,1.94446E+13,1583.69
11/9/2016,1260.33,1.49174E+11,1043.6,4.33377E+11,1130.22,1.22139E+12,700.17,1.59424E+11,583.51,59551714625,960.68,7.16939E+11,947.83,7743792044,677.67,43601224470,915.97,2.94151E+11,678.26,61586504270,960.58,1.9203E+11,371.55,13902456894,895.37,1.08063E+11,1067.28,9.233E+11,1040.76,4.08474E+11,728.11,1.80199E+11,1063.44,1.41748E+11,683.99,13580952566,1321.8,3.83659E+12,1137.18,1.14712E+12,898.76,1.39194E+12,735.62,99910337123,815.57,1.00197E+12,1186.45,6.24857E+11,1446.51,2.15566E+11,683.9,3.94801E+11,715.44,8807094603,1114.24,1.15904E+12,1625.68,78429485684,805.42,22360838775,932.18,2.35933E+12,1178.36,12868258121,1135.11,78345529618,1207.98,4.18338E+11,802.36,2.062E+11,731.54,1.1889E+11,1102.56,5.7109E+11,937.25,44040465891,493.28,20676412403,1353.23,95575960630,1.9698E+13,1604.53
11/10/2016,1263.04,1.49495E+11,1020.28,4.23693E+11,1118.29,1.20849E+12,703.22,1.60119E+11,580.89,59284882209,982.43,7.33171E+11,942.82,7702809773,672.07,43240804896,907.6,2.91464E+11,659.55,59888033598,960.22,1.91958E+11,373.41,13972088500,901.88,1.08849E+11,1086.71,9.40113E+11,1039.19,4.07856E+11,670.6,1.65967E+11,1073.43,1.4308E+11,685.24,13605832924,1370.95,3.97923E+12,1134.07,1.14398E+12,893.69,1.38408E+12,738.35,1.00281E+11,834.07,1.02471E+12,1197.3,6.30571E+11,1422.86,2.12042E+11,631.44,3.64514E+11,777.93,9576350764,1102.8,1.14715E+12,1616.02,77963251694,784,21766194221,925.97,2.34361E+12,1169.87,12775530935,1140.15,78693552031,1188.13,4.11464E+11,806.56,2.07279E+11,727.1,1.1817E+11,1125.3,5.82869E+11,936.74,44016418984,463.78,19439927176,1347.17,95148325160,1.97428E+13,1608.57
11/11/2016,1238.62,1.46604E+11,1002.35,4.16245E+11,1107.5,1.19682E+12,684.52,1.5586E+11,573.06,58484902936,956.57,7.13871E+11,941.6,7692893809,660.17,42475243377,904.97,2.90621E+11,641.92,58287080364,941.11,1.88137E+11,368.44,13786069432,846.35,1.02146E+11,1067.9,9.2384E+11,1033.78,4.05733E+11,648.04,1.60382E+11,1039.94,1.38615E+11,673.03,13363391756,1370.7,3.9785E+12,1126.26,1.1361E+12,880.23,1.36324E+12,728,98875507140,837.08,1.0284E+12,1152.81,6.07141E+11,1411.74,2.10385E+11,592.25,3.41909E+11,779.29,9593108581,1102.12,1.14644E+12,1610.04,77674653441,770.55,21392640366,920.71,2.33029E+12,1164.29,12714612389,1140.03,78685350709,1178.95,4.08284E+11,797.8,2.0503E+11,717.35,1.16585E+11,1092.96,5.66117E+11,929.2,43662416504,458.34,19211724336,1340.87,94703301472,1.97678E+13,1610.65
